Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Provision for Loan Losses;Net Revenue after Provisions;Total Non-Interest Expense;Operating Income (Loss);Non-Operating Income (Loss);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
FMNB;7962852;USD;2020;FY;2020-12-31;2021-03-04;2023-03-09;28266509;28393996;132352000;-9100000;123252000;-69757000;53495000;;50272000;-8396000;41876000;;41876000;41876000
FMNB;7962852;USD;2021;FY;2021-12-31;2022-03-09;2024-03-07;29167357;29279787;146183000;-4893000;141290000;-72067000;69223000;;62114000;-10270000;51844000;;51844000;51844000
FMNB;7962852;USD;2022;FY;2022-12-31;2023-03-09;2025-03-06;31677778;32074000;168368000;-1122000;167246000;-90341000;76905000;;72835000;-12238000;60597000;;60597000;60597000
FMNB;7962852;USD;2023;FY;2023-12-31;2024-03-07;2026-03-05;37384122;37498269;179647000;-9153000;170494000;-106321000;64173000;;58698000;-8766000;49932000;;49932000;49932000
FMNB;7962852;USD;2024;FY;2024-12-31;2025-03-06;2026-03-05;37327848;37511885;170084000;-7966000;162118000;-106599000;55519000;;55427000;-9478000;45949000;;45949000;45949000
FNB;446814;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;323368639;325487964;1233000000;-123000000;1110000000;-750000000;360000000;;343000000;-57000000;286000000;;286000000;278000000
FNB;446814;USD;2021;FY;2021-12-31;2022-02-24;2023-02-24;321520000;323024522;1237000000;-1000000;1236000000;-731000000;505000000;;503000000;-98000000;405000000;;405000000;397000000
FNB;446814;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;323215116;323215116;1443000000;-64000000;1379000000;-826000000;553000000;;553000000;-114000000;439000000;;439000000;431000000
FNB;446814;USD;2023;FY;2023-12-31;2024-02-26;2026-02-24;360743462;362897806;1571000000;-72000000;1499000000;-901000000;598000000;;584000000;-99000000;485000000;;485000000;477000000
FNB;446814;USD;2024;FY;2024-12-31;2025-02-27;2026-02-24;361444439;362637604;1596000000;-80000000;1516000000;-947000000;569000000;;555000000;-90000000;465000000;;465000000;459000000
FNCB;12444423;USD;2020;FY;2020-12-31;2021-03-12;2022-03-11;20210439;20212187;49428000;-1941000;47487000;-28129000;19358000;;18572000;-3225000;15347000;;15347000;15347000
FNCB;12444423;USD;2021;FY;2021-12-31;2022-03-11;2023-03-10;20111430;20126853;57262000;-166000;57096000;-30094000;27002000;;26027000;-4656000;21371000;;21371000;21371000
FNLC;9075794;USD;2020;FY;2020-12-31;2021-03-05;2023-03-10;10851600;10939113;77952000;-6050000;71902000;-39342000;32560000;;32250000;-5121000;27129000;;27129000;27129000
FNLC;9075794;USD;2021;FY;2021-12-31;2022-03-11;2024-03-08;10903844;10987179;85686000;375000;86061000;-42148000;43913000;;43913000;-7644000;36269000;;36269000;36269000
FNLC;9075794;USD;2022;FY;2022-12-31;2023-03-10;2025-03-07;10972414;10972414;93040000;-1750000;91290000;-43904000;47386000;;47386000;-8396000;38990000;;38990000;38990000
FNLC;9075794;USD;2023;FY;2023-12-31;2024-03-08;2026-03-06;10998041;11081888;79831000;-1184000;78647000;-42945000;35702000;;35702000;-6184000;29518000;;29518000;29518000
FNLC;9075794;USD;2024;FY;2024-12-31;2025-03-07;2026-03-06;11051829;11138835;79471000;-525000;78946000;-46362000;32584000;;32584000;-5539000;27045000;;27045000;27045000
FNRN;12444646;USD;2020;FY;2020-12-31;2021-03-08;2022-03-14;17182277;17335533;55189000;-3050000;52139000;-35477000;16662000;;16662000;-4501000;12161000;;12161000;12161000
FNRN;12444646;USD;2021;FY;2021-12-31;2022-03-14;2023-03-10;17914564;18142816;54127000;1500000;55627000;-36201000;19426000;;19426000;-5240000;14186000;;14186000;14186000
FNWB;9076010;USD;2020;FY;2020-12-31;2021-03-15;2022-03-18;9133953;9402198;59804000;-5046000;54758000;-41464000;13294000;;13294000;-2954000;10340000;;10340000;10340000
FNWB;9076010;USD;2021;FY;2021-12-31;2022-03-18;2023-03-17;9133953;9228740;73936000;-1350000;72586000;-54413000;18173000;;18173000;-3194000;14979000;;15418000;15418000
FRAF;12444429;USD;2020;FY;2020-12-31;2021-03-11;2022-03-18;4357000;4366000;57045000;-4625000;52420000;-39362000;13058000;;13058000;-258000;12800000;;12800000;12800000
FRAF;12444429;USD;2021;FY;2021-12-31;2022-03-10;2023-03-10;4420000;4440000;64159000;2100000;66259000;-43245000;23014000;;23014000;-3398000;19616000;;19616000;19616000
FRAF;12444429;USD;2022;FY;2022-12-31;2023-03-10;2024-03-11;4357000;4357000;66836000;-650000;66186000;-47543000;18643000;;17495000;-2557000;14938000;;14938000;14938000
FRAF;12444429;USD;2023;FY;2023-12-31;2024-03-11;2025-03-14;4374000;4381000;68488000;-2724000;65764000;-49266000;16498000;;15753000;-2155000;13598000;;13598000;13598000
FRAF;12444429;USD;2024;FY;2024-12-31;2025-03-14;2026-03-13;4403000;4414000;71193000;-1983000;69210000;-55895000;13315000;;13315000;-2216000;11099000;;11099000;11099000
FRBK;1169746;USD;2020;FY;2020-12-31;2021-03-11;2022-10-26;58853000;58904000;128067000;-4200000;123867000;-112412000;11455000;;6444000;-1390000;5054000;;5054000;4131000
FRBK;1169746;USD;2021;FY;2021-12-31;2022-10-26;2022-10-26;58853000;58904000;161957000;-5750000;156207000;-122505000;33702000;;33702000;-8526000;25176000;;25176000;21676000
FRST;10656638;USD;2022;FY;2022-12-31;2023-03-15;2025-04-29;24438309;24600555;120052000;-11271000;108781000;-90764000;18017000;;17333000;-3185000;14148000;;14148000;14148000
FSBC;10656502;USD;2020;FY;2020-12-31;2021-02-25;2022-02-25;16265273;16265273;74191000;-9000000;65191000;-28257000;36934000;;36934000;-1327000;35607000;;35607000;35928000
FSBC;10656502;USD;2021;FY;2021-12-31;2022-02-25;2023-02-24;14972637;14995213;84891000;-1700000;83191000;-36043000;47148000;;47148000;-4707000;42441000;;42441000;42441000
FSBC;10656502;USD;2022;FY;2022-12-31;2023-02-24;2025-02-28;17128282;17165610;110227000;-6700000;103527000;-40669000;62858000;;62858000;-18057000;44801000;;44801000;44801000
FSBC;10656502;USD;2023;FY;2023-12-31;2024-02-23;2026-02-27;17166592;17187969;118391000;-4000000;114391000;-47775000;66616000;;66616000;-18882000;47734000;;47734000;47734000
FSBC;10656502;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;20154385;20205440;126164000;-6950000;119214000;-54493000;64721000;;64721000;-19050000;45671000;;45671000;45671000
FSBW;9075842;USD;2020;FY;2020-12-31;2021-03-16;2023-03-16;17183370;17509030;129479000;-13036000;116443000;-64622000;51821000;;49850000;-10586000;39264000;;39264000;39264000
FULT;1234770;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;162242000;163071000;858595000;-76920000;781675000;-576562000;205113000;;202235000;-24195000;178040000;;178040000;175905000
FULT;1234770;USD;2021;FY;2021-12-31;2022-02-28;2024-03-01;161210000;162355000;937475000;14600000;952075000;-584581000;367494000;;334245000;-58748000;275497000;;275497000;265220000
FUNC;9076046;USD;2020;FY;2020-12-31;2021-03-25;2022-03-25;7004000;7013000;67123000;-5401000;61722000;-43923000;17799000;;17788000;-3947000;13841000;;13841000;13841000
FUNC;9076046;USD;2021;FY;2021-12-31;2022-03-25;2023-03-24;6710000;6717000;73291000;817000;74108000;-47799000;26309000;;26309000;-6539000;19770000;;19770000;19770000
GBCI;1059909;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;94883864;94932353;772616000;-39765000;732851000;-404811000;328040000;;328040000;-61640000;266400000;;266400000;266400000
GCBC;7962976;USD;2021;FY;2021-06-30;2021-08-10;2022-09-09;34053656;34053656;62812000;-3974000;58838000;-31223000;27615000;;27615000;-3673000;23942000;;23942000;23942000
GCBC;7962976;USD;2022;FY;2022-06-30;2022-09-09;2023-09-08;34053656;34053656;70142000;-3278000;66864000;-33959000;32905000;;32905000;-4919000;27986000;;27986000;27986000
GCBC;7962976;USD;2023;FY;2023-06-30;2023-09-08;2024-09-06;17026828;17026828;73364000;1071000;74435000;-38608000;35827000;;35827000;-5042000;30785000;;30785000;30785000
GCBC;7962976;USD;2024;FY;2024-06-30;2024-09-06;2025-09-05;17026828;17026828;64887000;-766000;64121000;-37302000;26819000;;26819000;-2050000;24769000;;24769000;24769000
GS;60439;USD;2020;FY;2020-12-31;2021-02-22;2023-02-24;356400000;360300000;44560000000;-3098000000;41462000000;-28983000000;12479000000;;12479000000;-3020000000;9459000000;;9459000000;8915000000
GS;60439;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;346600000;352300000;59339000000;-357000000;58982000000;-27228000000;31754000000;;27044000000;-5409000000;21635000000;;21635000000;21151000000
GS;60439;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;346600000;352300000;47365000000;-2715000000;44650000000;-25852000000;18798000000;;13486000000;-2225000000;11261000000;;11261000000;10764000000
GS;60439;USD;2023;FY;2023-12-31;2024-02-23;2026-02-25;340800000;345800000;46254000000;-1028000000;45226000000;-28789000000;16437000000;;10739000000;-2223000000;8516000000;;8516000000;7907000000
GS;60439;USD;2024;FY;2024-12-31;2025-02-27;2026-02-25;328100000;333600000;53512000000;-1348000000;52164000000;-27043000000;25121000000;;18397000000;-4121000000;14276000000;;14276000000;13525000000
HAFC;7962842;USD;2021;FY;2021-12-31;2022-02-28;2024-02-29;30393559;30471747;218779000;24403000;243182000;-124455000;118727000;;135494000;-36817000;98677000;;98677000;98677000
HBAN;378164;USD;2020;FY;2020-12-31;2021-02-26;2023-02-17;1017117000;1032683000;4815000000;-1048000000;3767000000;-2795000000;972000000;;972000000;-155000000;817000000;;817000000;717000000
HBAN;378164;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;1444000000;1471000000;5991000000;-25000000;5966000000;-4375000000;1591000000;;1591000000;-294000000;1297000000;;1295000000;1153000000
HBAN;378164;USD;2022;FY;2022-12-31;2023-02-17;2025-02-14;1017000000;1017000000;7254000000;-289000000;6965000000;-4201000000;2764000000;;2764000000;-515000000;2249000000;;2238000000;2125000000
HBAN;378164;USD;2023;FY;2023-12-31;2024-02-16;2026-02-13;1446449000;1468016000;7360000000;-402000000;6958000000;-4574000000;2384000000;;2384000000;-413000000;1971000000;;1951000000;1817000000
HBAN;378164;USD;2024;FY;2024-12-31;2025-02-14;2026-02-13;1451421000;1476442000;7385000000;-420000000;6965000000;-4562000000;2403000000;;2403000000;-443000000;1960000000;;1940000000;1801000000
HBCP;9075828;USD;2020;FY;2020-12-31;2021-03-09;2023-03-09;8674000;8704000;106516000;-12728000;93788000;-62981000;30807000;;30807000;-6042000;24765000;;24765000;24765000
HBCP;9075828;USD;2021;FY;2021-12-31;2022-03-10;2024-03-08;8379000;8428000;117260000;9771000;127031000;-66592000;60439000;;60439000;-11818000;48621000;;48621000;48621000
HBCP;9075828;USD;2022;FY;2022-12-31;2023-03-09;2025-03-12;8379512;8428227;131900000;-7767000;124133000;-81631000;42502000;;42502000;-8430000;34072000;;34072000;34072000
HBIA;11795250;USD;2020;FY;2020-12-31;2021-03-05;2023-03-03;9369265;9372905;129913000;-4358000;125555000;-75631000;49924000;;49924000;-11277000;38647000;;38647000;38647000
HBIA;11795250;USD;2021;FY;2021-12-31;2022-03-04;2024-03-05;9307202;9310862;137926000;5507000;143433000;-81341000;62092000;;62092000;-14007000;48085000;;48085000;48085000
HBIA;11795250;USD;2022;FY;2022-12-31;2023-03-03;2025-03-14;9298713;9302444;142782000;-6340000;136442000;-75575000;60867000;;60867000;-13114000;47753000;;47753000;47753000
HBMD;9076232;USD;2020;FY;2020-12-31;2021-03-16;2021-03-16;18766000;18766000;85961000;-9845000;76116000;-54962000;21154000;;-13346000;-3645000;-16991000;;-16991000;-16991000
HBNC;7962870;USD;2023;FY;2023-12-31;2024-03-15;2026-03-13;43630160;43843880;183419000;-2459000;180960000;-146284000;34676000;;38999000;-11018000;27981000;;27981000;27981000
HBNC;7962870;USD;2024;FY;2024-12-31;2025-03-14;2026-03-13;43702314;44064490;187360000;-5389000;181971000;-158836000;23135000;;27350000;8079000;35429000;;35429000;35429000
HBT;10656432;USD;2020;FY;2020-12-31;2021-03-12;2023-03-08;27457306;27457306;152061000;-10532000;141529000;-91956000;49573000;;49573000;-12728000;36845000;;36845000;36845000
HBT;10656432;USD;2021;FY;2021-12-31;2022-03-11;2024-03-06;27795806;27811293;159731000;8077000;167808000;-91246000;76562000;;76562000;-20291000;56271000;;56271000;56271000
HBT;10656432;USD;2022;FY;2022-12-31;2023-03-08;2025-03-07;28853697;28919316;180591000;706000;181297000;-105107000;76190000;;76190000;-19734000;56456000;;56456000;56456000
HBT;10656432;USD;2023;FY;2023-12-31;2024-03-06;2026-03-06;31626308;31738147;227118000;-7573000;219545000;-130964000;88581000;;88581000;-22739000;65842000;;65842000;65842000
HBT;10656432;USD;2024;FY;2024-12-31;2025-03-07;2026-03-06;31590117;31712480;224421000;-3031000;221390000;-124007000;97383000;;97383000;-25603000;71780000;;71780000;71780000
HOMB;447371;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;163859000;164306000;886080000;-63585000;822495000;-377752000;444743000;;394575000;-89313000;305262000;;305262000;305262000
HONE;10656472;USD;2020;FY;2020-12-31;2021-03-12;2023-03-10;54313368;54319835;258746000;-34815000;223931000;-165922000;58009000;;58009000;-13217000;44792000;;44792000;44792000
HOPE;6767797;USD;2022;FY;2022-12-31;2023-02-28;2025-02-26;119824970;120472345;629818000;-9850000;619968000;-323920000;296048000;;296048000;-77771000;218277000;;218277000;218277000
HOPE;6767797;USD;2023;FY;2023-12-31;2024-02-28;2026-02-25;119906109;120393257;571438000;-31592000;539846000;-350383000;189463000;;177887000;-44214000;133673000;;133673000;133673000
HOPE;6767797;USD;2024;FY;2024-12-31;2025-02-26;2026-02-25;120583147;121108594;474928000;-17280000;457648000;-319057000;138591000;;132964000;-33334000;99630000;;99630000;99630000
HTBK;7962830;USD;2020;FY;2020-12-31;2021-03-05;2023-03-09;59478343;60169139;150696000;-13233000;137463000;-89511000;47952000;;49068000;-13769000;35299000;;35299000;35299000
HTH;492790;USD;2020;FY;2020-12-31;2021-02-17;2023-02-17;89280000;89304000;2114646000;-96491000;2018155000;-1453803000;564352000;;564352000;-133071000;431281000;38396000;447836000;447836000
HTH;492790;USD;2021;FY;2021-12-31;2022-02-15;2024-02-14;78933000;79427000;1833257000;58213000;1891470000;-1387398000;504072000;;504072000;-117976000;386096000;;374495000;374495000
HTH;492790;USD;2022;FY;2022-12-31;2023-02-17;2025-02-14;70434000;70626000;1291435000;-8309000;1283126000;-1126999000;156127000;;156127000;-36833000;119294000;;113134000;113134000
HTH;492790;USD;2023;FY;2023-12-31;2024-02-14;2026-02-13;65043000;65045000;1195820000;-18392000;1177428000;-1028309000;149119000;;149119000;-31140000;117979000;;109646000;109646000
HTH;492790;USD;2024;FY;2024-12-31;2025-02-14;2026-02-13;65036000;65046000;1188754000;-941000;1187813000;-1033556000;154257000;;154257000;-31047000;123210000;;113213000;113213000
HUSI;998414;USD;2022;FY;2022-12-31;2023-02-21;2025-02-19;;;3551000000;-154000000;3397000000;-1023000000;2374000000;;725000000;-177000000;548000000;;548000000;548000000
HWBK;12444329;USD;2020;FY;2020-12-31;2021-03-12;2023-03-29;7576207;7576207;68297000;-5800000;62497000;-45021000;17476000;;17476000;-3183000;14293000;;14293000;14293000
HWBK;12444329;USD;2021;FY;2021-12-31;2022-03-17;2023-03-29;7438598;7438598;75480000;1700000;77180000;-48966000;28214000;;28214000;-5697000;22517000;;22517000;22517000
HWBK;12444329;USD;2022;FY;2022-12-31;2023-03-29;2023-03-29;7026959;7026959;72727000;900000;73627000;-48538000;25089000;;25089000;-4338000;20751000;;20751000;20751000
HWC;734515;USD;2020;FY;2020-12-31;2021-03-01;2023-02-27;86533000;86533000;1266951000;-602904000;664047000;-788792000;-124745000;;-124745000;79571000;-45174000;;-45174000;-45174000
HWC;734515;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;88296795;88296795;1297569000;77494000;1375063000;-807007000;568056000;;568056000;-104841000;463215000;;463215000;463215000
HWC;734515;USD;2022;FY;2022-12-31;2023-02-27;2025-02-27;86907407;86907407;1381489000;28399000;1409888000;-750692000;659196000;;659196000;-135107000;524089000;;524089000;524089000
HWC;734515;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;86130000;86423000;1386079000;-59103000;1326976000;-836848000;490128000;;490128000;-97526000;392602000;;392602000;392602000
HWC;734515;USD;2024;FY;2024-12-31;2025-02-27;2026-02-27;86346000;86648000;1446050000;-52167000;1393883000;-819910000;573973000;;573973000;-113158000;460815000;;460815000;460815000
IBCP;7962926;USD;2020;FY;2020-12-31;2021-03-05;2023-03-03;21977000;22221000;204357000;-12463000;191894000;-122413000;69481000;;69481000;-13329000;56152000;;56152000;56152000
IBCP;7962926;USD;2021;FY;2021-12-31;2022-03-04;2023-03-03;21585000;21807000;206408000;1928000;208336000;-131023000;77313000;;77313000;-14418000;62895000;;62895000;62895000
IBCP;7962926;USD;2022;FY;2022-12-31;2023-03-03;2023-03-03;21866326;21866326;211470000;-5341000;206129000;-128341000;77788000;;77788000;-14437000;63351000;;63351000;63351000
IBKR;718957;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;319757156;322555632;2218000000;;2218000000;-962000000;1256000000;;1256000000;-77000000;1179000000;;195000000;195000000
IBKR;718957;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;392727500;395921356;2714000000;;2714000000;-927000000;1787000000;;1787000000;-151000000;1636000000;;308000000;308000000
IBKR;718957;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;392727500;395921356;3067000000;;3067000000;-1069000000;1998000000;;1998000000;-156000000;1842000000;;380000000;380000000
IBKR;718957;USD;2023;FY;2023-12-31;2024-02-27;2026-02-27;419860200;423387508;4340000000;;4340000000;-1271000000;3069000000;;3069000000;-257000000;2812000000;;600000000;600000000
IBKR;718957;USD;2024;FY;2024-12-31;2025-02-27;2026-02-27;432448796;436011752;5185000000;;5185000000;-1490000000;3695000000;;3695000000;-288000000;3407000000;;755000000;755000000
IBTX;6767665;USD;2020;FY;2020-12-31;2021-03-01;2023-02-21;42754606;42754606;601509000;-42993000;558516000;-305350000;253166000;;252382000;-51173000;201209000;;201209000;201209000
ICBK;9076269;USD;2020;FY;2020-12-31;2021-03-12;2021-03-12;6386339;6386339;51226000;-2984000;48242000;-33099000;15143000;;8597000;-3118000;5479000;;5479000;5479000
INBK;9076008;USD;2020;FY;2020-12-31;2021-03-15;2023-03-14;9840205;9842425;100877000;-9325000;91552000;-55589000;35963000;;33898000;-4445000;29453000;;29453000;29453000
INDB;6767501;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;33259643;33285289;479168000;-52500000;426668000;-272115000;154553000;;152836000;-31669000;121167000;;121167000;121167000
INDB;6767501;USD;2021;FY;2021-12-31;2022-02-28;2024-02-28;34872034;34888518;507409000;-18205000;489204000;-291689000;197515000;;156675000;-35683000;120992000;;120992000;120992000
INDB;6767501;USD;2022;FY;2022-12-31;2023-02-28;2025-02-28;46372051;46389989;727916000;-6500000;721416000;-366562000;354854000;;347754000;-83941000;263813000;;263813000;263813000
INDB;6767501;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;44181540;44193547;731130000;-23250000;707880000;-392746000;315134000;;315134000;-75632000;239502000;;239502000;239502000
ISBA;12444291;USD;2023;FY;2023-12-31;2024-03-11;2026-03-13;7511591;7575492;71771000;-629000;71142000;-48439000;22703000;;21832000;-3665000;18167000;;18167000;18167000
ISBA;12444291;USD;2024;FY;2024-12-31;2025-03-12;2026-03-13;7465343;7482374;70411000;-1884000;68527000;-51012000;17515000;;16398000;-2509000;13889000;;13889000;13889000
ISBC;641029;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;235761457;235838808;816204000;-70158000;746046000;-425407000;320639000;;296541000;-74961000;221580000;;221580000;221580000
ISBC;641029;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;235935642;237415493;835478000;48676000;884154000;-445582000;438572000;;428413000;-115080000;313333000;;313333000;313333000
ISTR;9075990;USD;2020;FY;2020-12-31;2021-03-10;2023-03-08;10936220;10936220;85630000;-11160000;74470000;-57131000;17339000;;17339000;-3450000;13889000;;13889000;13889000
ISTR;9075990;USD;2021;FY;2021-12-31;2022-03-09;2024-03-07;10416145;10500302;95642000;-22885000;72757000;-63062000;9695000;;9909000;-1909000;8000000;;8000000;8000000
ISTR;9075990;USD;2022;FY;2022-12-31;2023-03-08;2025-03-12;10085758;10180709;108225000;-2922000;105303000;-60643000;44660000;;44348000;-8639000;35709000;;35709000;35709000
JMSB;11819680;USD;2021;FY;2021-12-31;2022-03-23;2023-03-23;13581586;13879595;67627000;-3105000;64522000;-32262000;32260000;;32260000;-6799000;25461000;;25461000;25461000
JMSB;11819680;USD;2022;FY;2022-12-31;2023-03-23;2024-03-20;13931841;14084427;72112000;-175000;71937000;-31874000;40063000;;40063000;-8260000;31803000;;31803000;31803000
JMSB;11819680;USD;2023;FY;2023-12-31;2024-03-20;2025-03-28;14076925;14147193;35413000;3252000;38665000;-30815000;7850000;;7981000;-2823000;5158000;;5158000;5158000
JMSB;11819680;USD;2024;FY;2024-12-31;2025-03-28;2026-03-13;14172166;14206109;53318000;370000;53688000;-31809000;21879000;;21879000;-4758000;17121000;;17121000;17121000
JPM;243510;USD;2020;FY;2020-12-31;2021-02-23;2023-02-21;3082400000;3087400000;119951000000;-17480000000;102471000000;-66656000000;35815000000;;35815000000;-6684000000;29131000000;;29131000000;27410000000
JPM;243510;USD;2021;FY;2021-12-31;2022-02-22;2024-02-16;2977300000;2981800000;121649000000;9256000000;130905000000;-71343000000;59562000000;;59562000000;-11228000000;48334000000;;48334000000;46503000000
JPM;243510;USD;2022;FY;2022-12-31;2023-02-21;2025-02-14;2965800000;2970000000;128695000000;-6389000000;122306000000;-76140000000;46166000000;;46166000000;-8490000000;37676000000;;37676000000;35892000000
JPM;243510;USD;2023;FY;2023-12-31;2024-02-16;2026-02-13;2938600000;2943100000;158104000000;-9320000000;148784000000;-87172000000;61612000000;;61612000000;-12060000000;49552000000;;49552000000;49552000000
JPM;243510;USD;2024;FY;2024-12-31;2025-02-14;2026-02-13;2873900000;2879000000;177556000000;-10678000000;166878000000;-91797000000;75081000000;;75081000000;-16610000000;58471000000;;58471000000;58471000000
JUVF;141652;USD;2024;FY;2024-12-31;2025-03-26;2026-03-25;5001000;5010000;28754000;-534000;28220000;-21012000;7208000;;7208000;-979000;6229000;;6229000;6229000
KEY;378174;USD;2020;FY;2020-12-31;2021-02-22;2023-02-22;967783000;974807000;6686000000;-1021000000;5665000000;-4109000000;1556000000;;1556000000;-227000000;1329000000;14000000;1343000000;1343000000
KEY;378174;USD;2021;FY;2021-12-31;2022-02-22;2024-02-22;922970000;934729000;7265000000;418000000;7683000000;-4429000000;3254000000;;3254000000;-642000000;2612000000;13000000;2625000000;13000000
KEY;378174;USD;2022;FY;2022-12-31;2023-02-22;2025-02-21;924363000;933059000;7245010000;-502000000;6743010000;-4410000000;2333010000;;2333010000;-422000000;1911010000;6010000;1917020000;1917020000
KEY;378174;USD;2023;FY;2023-12-31;2024-02-22;2026-02-23;927217000;932759000;6383000000;-489000000;5894000000;-4734000000;1160000000;;1160000000;-196000000;964000000;3000000;967000000;967000000
KEY;378174;USD;2024;FY;2024-12-31;2025-02-21;2026-02-23;949561000;949561000;4574000000;-335000000;4239000000;-4545000000;-306000000;;-306000000;143000000;-163000000;2000000;-161000000;-161000000
KRNY;7962810;USD;2023;FY;2023-06-30;2023-08-25;2025-08-21;64804000;64804000;178616000;-2486000;176130000;-123751000;52379000;;52379000;-11568000;40811000;;40811000;40811000
KRNY;7962810;USD;2024;FY;2024-06-30;2024-08-23;2025-08-21;62444000;62444000;140601000;-6226000;134375000;-117781000;16594000;;-80776000;-5891000;-86667000;;-86667000;-86667000
KRNY;7962810;USD;2025;FY;2025-06-30;2025-08-21;2025-08-21;62508000;62716000;153995000;-2366000;151629000;-120630000;30999000;;30999000;-4924000;26075000;;26075000;26075000
LARK;130464;USD;2020;FY;2020-12-31;2021-03-22;2023-03-30;5773448;5778749;63842000;-3300000;60542000;-36262000;24280000;;24280000;-4787000;19493000;;19493000;19493000
LARK;130464;USD;2021;FY;2021-12-31;2022-03-22;2024-03-27;5777136;5777136;60581000;-500000;60081000;-37256000;22825000;;22825000;-4814000;18011000;;18011000;18011000
LARK;130464;USD;2022;FY;2022-12-31;2023-03-30;2025-03-25;5777136;5777136;52580000;;52580000;-37872000;14708000;;11310000;-1432000;9878000;;9878000;9878000
LARK;130464;USD;2023;FY;2023-12-31;2024-03-27;2026-04-14;6039164250;6042582000;56522000;-349000;56173000;-41983000;14190000;;14190000;-1954000;12236000;;12236000;12236000
LARK;130464;USD;2024;FY;2024-12-31;2025-03-25;2026-04-14;6045958800;6052496100;60468000;-2300000;58168000;-44079000;14089000;;14089000;-1086000;13003000;;13003000;13003000
LBAI;7962620;USD;2020;FY;2020-12-31;2021-03-08;2023-02-28;50540000;50650000;234797000;-27222000;207575000;-132798000;74777000;;74777000;-17259000;57518000;;57518000;57518000
LBAI;7962620;USD;2021;FY;2021-12-31;2022-02-28;2024-02-28;50624000;50870000;257196000;10896000;268092000;-138975000;129117000;;127335000;-32294000;95041000;;95041000;95041000
LBAI;7962620;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;50477000;50477000;340714000;-8514000;332200000;-179602000;152598000;;143992000;-36623000;107369000;;107369000;107369000
LBAI;7962620;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;65039000;65217000;306819000;-13052000;293767000;-182110000;111657000;;110793000;-26053000;84740000;;84740000;84740000
LBC;7962858;USD;2020;FY;2020-12-31;2021-03-11;2022-03-14;53216000;53216000;141143000;-10550000;130593000;-73934000;56659000;;56659000;-16747000;39912000;;39912000;39912000
LBC;7962858;USD;2021;FY;2021-12-31;2022-03-14;2023-02-22;51619412;51619412;172345000;10800000;183145000;-59145000;124000000;;124000000;-36247000;87753000;;87753000;87753000
LBC;7962858;USD;2022;FY;2022-12-31;2023-02-22;2023-02-22;50832609;51962222;178914000;-1150000;177764000;-64027000;113737000;;113737000;-33539000;80198000;;80198000;80198000
LC;778892;USD;2022;FY;2022-12-31;2023-02-09;2025-02-13;100320691;108096823;1187216000;-267326000;919890000;-766853000;153037000;;153037000;136648000;289685000;;289685000;289685000
LEVL;9076279;USD;2020;FY;2020-12-31;2021-03-12;2022-03-11;7627000;7686000;96470000;-11872000;84598000;-58578000;26020000;;24366000;-3953000;20413000;;20413000;19934000
LEVL;9076279;USD;2021;FY;2021-12-31;2022-03-11;2022-03-11;7565000;7706000;100971000;725000;101696000;-61839000;39857000;;39857000;-7379000;32478000;;32478000;30603000
LMST;12442278;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;7435381;7435381;47445000;-4400000;43045000;-32416000;10629000;;10629000;-1624000;9005000;;9005000;9005000
LMST;12442278;USD;2021;FY;2021-12-31;2022-02-25;2023-02-28;7481436;7481436;52661000;-1150000;51511000;-31971000;19540000;;19540000;-4631000;14909000;;14909000;14909000
LMST;12442278;USD;2022;FY;2022-12-31;2023-02-28;2023-02-28;7505556;7505556;57955000;-80000;57875000;-33757000;24118000;;24118000;-5776000;18342000;;18342000;18342000
LOB;6767799;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;40677496;41771250;280723000;-40658000;240065000;-192676000;47389000;;47389000;12154000;59543000;;59543000;59543000
